PDE,BC,IC,Data
415.9701232910156,1844.14453125,782.259033203125,26.33737564086914
430.32073974609375,1842.347412109375,762.8099975585938,25.742639541625977
423.6602783203125,1853.3206787109375,754.5164794921875,24.88738441467285
406.8423156738281,1874.21728515625,745.5814208984375,24.024105072021484
430.26007080078125,1840.1275634765625,748.3760986328125,23.409860610961914
393.1003723144531,1849.2432861328125,768.4109497070312,23.377927780151367
406.4652404785156,1801.399658203125,792.4105224609375,23.562841415405273
402.9984436035156,1774.4947509765625,811.2503662109375,23.7923641204834
402.9984436035156,1774.4947509765625,811.2503662109375,23.7923641204834
400.6796875,1748.3436279296875,824.842041015625,23.6225643157959
395.6039123535156,1740.416259765625,820.7717895507812,22.721338272094727
390.0182800292969,1727.2384033203125,815.380859375,21.930044174194336
369.51629638671875,1745.855224609375,784.221435546875,20.883769989013672
388.01904296875,1713.7733154296875,771.6678466796875,20.719619750976562
393.8338928222656,1689.54638671875,778.4803466796875,20.464778900146484
385.03369140625,1667.72119140625,799.7957763671875,20.57042121887207
389.0130615234375,1629.96484375,823.0927734375,20.84320068359375
367.561279296875,1630.59326171875,834.021484375,20.984560012817383
365.4392395019531,1611.2630615234375,841.307861328125,20.891551971435547
343.0223388671875,1627.551513671875,833.7149658203125,20.214933395385742
353.5163879394531,1605.969482421875,817.0928955078125,20.40468978881836
360.3313903808594,1606.9951171875,793.8060302734375,19.700395584106445
341.741455078125,1610.307861328125,793.2581787109375,19.873552322387695
386.3094482421875,1527.584716796875,813.778564453125,20.229711532592773
366.8946533203125,1534.3037109375,819.6622314453125,20.22220230102539
373.353515625,1519.013916015625,823.0872802734375,20.057065963745117
392.55731201171875,1511.6510009765625,800.1148071289062,19.165992736816406
398.8451232910156,1526.4522705078125,764.4791259765625,18.250383377075195
408.72210693359375,1527.0927734375,741.9869995117188,18.193361282348633
408.72210693359375,1527.0927734375,741.9869995117188,18.193361282348633
382.6473083496094,1540.1326904296875,744.34033203125,18.07417869567871
364.71807861328125,1539.8291015625,754.8582763671875,18.370874404907227
371.8279724121094,1521.039794921875,763.5587158203125,18.323516845703125
369.0908203125,1506.3876953125,771.896484375,18.404123306274414
355.0859680175781,1484.8223876953125,780.7742919921875,18.302553176879883
388.0712890625,1426.275390625,762.5013427734375,21.40596580505371
355.9080810546875,1477.5028076171875,738.1971435546875,19.41471290588379
366.03863525390625,1490.4442138671875,716.32568359375,18.364805221557617
365.74908447265625,1496.4354248046875,698.634521484375,18.557830810546875
363.47247314453125,1502.4967041015625,686.948486328125,18.754568099975586
353.7008361816406,1516.3804931640625,676.1663818359375,18.754947662353516
353.15216064453125,1513.717041015625,672.961669921875,18.60979461669922
338.5290832519531,1521.3968505859375,671.4118041992188,18.613618850708008
333.67767333984375,1507.294921875,675.9664916992188,19.06320571899414
332.9483337402344,1495.03515625,670.3424072265625,19.579105377197266
344.3153076171875,1472.459228515625,658.3037719726562,20.206113815307617
354.818359375,1475.5283203125,630.0045166015625,19.89151382446289
355.1872863769531,1462.3424072265625,628.9228515625,19.789630889892578
