x,z,rho
3.823529434204101562e+01,7.594936490058898926e-01,9.978350400924682617e-01
3.865546035766601562e+01,7.594936490058898926e-01,9.934393167495727539e-01
3.907563018798828125e+01,7.594936490058898926e-01,9.876406192779541016e-01
3.949580001831054688e+01,7.594936490058898926e-01,9.797610640525817871e-01
3.991596603393554688e+01,7.594936490058898926e-01,9.687812924385070801e-01
4.033613586425781250e+01,7.594936490058898926e-01,9.532116055488586426e-01
4.075630187988281250e+01,7.594936490058898926e-01,9.310169219970703125e-01
4.117647171020507812e+01,7.594936490058898926e-01,8.997618556022644043e-01
4.159663772583007812e+01,7.594936490058898926e-01,8.572906851768493652e-01
4.201680755615234375e+01,7.594936490058898926e-01,8.031370639801025391e-01
4.243697357177734375e+01,7.594936490058898926e-01,7.400547862052917480e-01
4.285714340209960938e+01,7.594936490058898926e-01,6.739069819450378418e-01
4.327730941772460938e+01,7.594936490058898926e-01,6.109749078750610352e-01
4.369747924804687500e+01,7.594936490058898926e-01,5.547896623611450195e-01
4.411764526367187500e+01,7.594936490058898926e-01,5.053274631500244141e-01
4.453781509399414062e+01,7.594936490058898926e-01,4.603820145130157471e-01
4.495798492431640625e+01,7.594936490058898926e-01,4.172334074974060059e-01
4.537815093994140625e+01,7.594936490058898926e-01,3.736059665679931641e-01
4.579832077026367188e+01,7.594936490058898926e-01,3.280880749225616455e-01
4.621848678588867188e+01,7.594936490058898926e-01,2.804463505744934082e-01
4.663865661621093750e+01,7.594936490058898926e-01,2.319814264774322510e-01
4.705882263183593750e+01,7.594936490058898926e-01,1.855682879686355591e-01
4.747899246215820312e+01,7.594936490058898926e-01,1.447367072105407715e-01
4.789915847778320312e+01,7.594936490058898926e-01,1.119679063558578491e-01
4.831932830810546875e+01,7.594936490058898926e-01,8.760600537061691284e-02
4.873949432373046875e+01,7.594936490058898926e-01,7.030670344829559326e-02
4.915966415405273438e+01,7.594936490058898926e-01,5.819003656506538391e-02
4.957983016967773438e+01,7.594936490058898926e-01,4.962222650647163391e-02
5.000000000000000000e+01,7.594936490058898926e-01,4.343158751726150513e-02
0.000000000000000000e+00,1.139240503311157227e+00,8.286959838867187500e+01
4.201680719852447510e-01,1.139240503311157227e+00,8.304020690917968750e+01
8.403361439704895020e-01,1.139240503311157227e+00,8.332050323486328125e+01
1.260504245758056641e+00,1.139240503311157227e+00,8.356727600097656250e+01
1.680672287940979004e+00,1.139240503311157227e+00,8.375665283203125000e+01
2.100840330123901367e+00,1.139240503311157227e+00,8.384887695312500000e+01
2.521008491516113281e+00,1.139240503311157227e+00,8.376687622070312500e+01
2.941176414489746094e+00,1.139240503311157227e+00,8.341682434082031250e+01
3.361344575881958008e+00,1.139240503311157227e+00,8.270159149169921875e+01
3.781512498855590820e+00,1.139240503311157227e+00,8.151448059082031250e+01
4.201680660247802734e+00,1.139240503311157227e+00,7.971965789794921875e+01
4.621848583221435547e+00,1.139240503311157227e+00,7.713835144042968750e+01
5.042016983032226562e+00,1.139240503311157227e+00,7.357024383544921875e+01
5.462184906005859375e+00,1.139240503311157227e+00,6.889039611816406250e+01
5.882352828979492188e+00,1.139240503311157227e+00,6.318474197387695312e+01
6.302521228790283203e+00,1.139240503311157227e+00,5.668201828002929688e+01
6.722689151763916016e+00,1.139240503311157227e+00,4.942068862915039062e+01
7.142857074737548828e+00,1.139240503311157227e+00,4.155566406250000000e+01
7.563024997711181641e+00,1.139240503311157227e+00,3.417751693725585938e+01
7.983193397521972656e+00,1.139240503311157227e+00,2.730633354187011719e+01
8.403361320495605469e+00,1.139240503311157227e+00,1.703579902648925781e+01
8.823529243469238281e+00,1.139240503311157227e+00,5.348380565643310547e+00
9.243697166442871094e+00,1.139240503311157227e+00,1.297337770462036133e+00
9.663865089416503906e+00,1.139240503311157227e+00,5.052805542945861816e-01
1.008403396606445312e+01,1.139240503311157227e+00,2.904466390609741211e-01
1.050420188903808594e+01,1.139240503311157227e+00,2.601724863052368164e-01
1.092436981201171875e+01,1.139240503311157227e+00,3.558494746685028076e-01
