x,y,t,u
0.8125,-0.125,10.666666666666666,-4.320994386017019e-08
0.8125,-0.0625,10.666666666666666,3.366032546037322e-07
0.8125,0.0,10.666666666666666,9.090911520273706e-07
0.8125,0.0625,10.666666666666666,4.367984319136244e-06
0.8125,0.125,10.666666666666666,5.704655903419624e-06
0.8125,0.1875,10.666666666666666,2.6843652817993025e-06
0.8125,0.25,10.666666666666666,-1.3976680252844105e-05
0.8125,0.3125,10.666666666666666,-3.6782045706027404e-05
0.8125,0.375,10.666666666666666,-5.1605354004361264e-05
0.8125,0.4375,10.666666666666666,-5.0199666851479105e-05
0.8125,0.5,10.666666666666666,-3.2051533892597485e-05
0.8125,0.5625,10.666666666666666,-8.682728730674826e-06
0.8125,0.625,10.666666666666666,4.0101177961213465e-06
0.8125,0.6875,10.666666666666666,6.784478968564681e-06
0.8125,0.75,10.666666666666666,3.2578469555110376e-06
0.8125,0.8125,10.666666666666666,6.572723254396197e-07
0.8125,0.875,10.666666666666666,-2.419478212693305e-08
0.8125,0.9375,10.666666666666666,-4.351856064694617e-08
0.8125,1.0,10.666666666666666,2.2357477316417405e-18
0.875,-1.0,10.666666666666666,6.839033795904377e-48
0.875,-0.9375,10.666666666666666,-8.048285757079791e-11
0.875,-0.875,10.666666666666666,4.869009370479394e-10
0.875,-0.8125,10.666666666666666,-8.44197570795421e-10
0.875,-0.75,10.666666666666666,8.443744515863664e-10
0.875,-0.6875,10.666666666666666,-5.971829647486615e-10
0.875,-0.625,10.666666666666666,2.0437369644524038e-10
0.875,-0.5625,10.666666666666666,4.564828524365574e-10
0.875,-0.5,10.666666666666666,-1.7261977328351937e-09
0.875,-0.4375,10.666666666666666,1.0243474156303741e-09
0.875,-0.375,10.666666666666666,3.6902664202910086e-10
0.875,-0.3125,10.666666666666666,-3.5877103760774486e-09
0.875,-0.25,10.666666666666666,-2.7165555552205066e-09
0.875,-0.1875,10.666666666666666,-2.3064347288060413e-08
0.875,-0.125,10.666666666666666,-8.775249841759665e-08
0.875,-0.0625,10.666666666666666,-3.148215620425484e-07
0.875,0.0,10.666666666666666,-6.209843292276844e-07
0.875,0.0625,10.666666666666666,6.153794092926938e-07
0.875,0.125,10.666666666666666,5.27113490589065e-06
0.875,0.1875,10.666666666666666,1.6946968219851723e-05
0.875,0.25,10.666666666666666,3.5194798032221626e-05
0.875,0.3125,10.666666666666666,5.59824909170551e-05
0.875,0.375,10.666666666666666,6.580084585763323e-05
0.875,0.4375,10.666666666666666,6.477712261457085e-05
0.875,0.5,10.666666666666666,5.2568301257477666e-05
0.875,0.5625,10.666666666666666,3.086095681790083e-05
0.875,0.625,10.666666666666666,1.3837063137651425e-05
0.875,0.6875,10.666666666666666,2.927661066178037e-06
0.875,0.75,10.666666666666666,-5.203931345232346e-07
0.875,0.8125,10.666666666666666,-5.609145249326177e-07
0.875,0.875,10.666666666666666,-1.99084398858404e-07
0.875,0.9375,10.666666666666666,-5.131542674286551e-08
0.875,1.0,10.666666666666666,4.2642395286172765e-20
0.9375,-1.0,10.666666666666666,1.1372029769596643e-49
0.9375,-0.9375,10.666666666666666,-1.2692942128627272e-11
0.9375,-0.875,10.666666666666666,-2.38205840805993e-10
0.9375,-0.8125,10.666666666666666,5.120776911717696e-10
0.9375,-0.75,10.666666666666666,-5.51079398967909e-10
0.9375,-0.6875,10.666666666666666,3.984237456743246e-10
0.9375,-0.625,10.666666666666666,-1.3280575022091856e-10
0.9375,-0.5625,10.666666666666666,-3.069874397084154e-10
0.9375,-0.5,10.666666666666666,1.112612413759058e-09
0.9375,-0.4375,10.666666666666666,-6.478556845854722e-10
0.9375,-0.375,10.666666666666666,-5.183537500020834e-10
0.9375,-0.3125,10.666666666666666,1.4431574037081514e-09
0.9375,-0.25,10.666666666666666,-4.759570787571833e-09
0.9375,-0.1875,10.666666666666666,-2.5108450389923217e-09
0.9375,-0.125,10.666666666666666,1.8158048453915856e-08
0.9375,-0.0625,10.666666666666666,1.5797945562931745e-07
0.9375,0.0,10.666666666666666,3.5583855609530216e-07
0.9375,0.0625,10.666666666666666,-1.0755632421512299e-06
0.9375,0.125,10.666666666666666,-5.57477805363376e-06
0.9375,0.1875,10.666666666666666,-1.6372272677940037e-05
0.9375,0.25,10.666666666666666,-3.2357809348690554e-05
0.9375,0.3125,10.666666666666666,-5.028483794363905e-05
0.9375,0.375,10.666666666666666,-5.847622923378572e-05
0.9375,0.4375,10.666666666666666,-5.761248756662667e-05
0.9375,0.5,10.666666666666666,-4.740712809819754e-05
0.9375,0.5625,10.666666666666666,-2.8660656582960656e-05
0.9375,0.625,10.666666666666666,-1.3536198537529916e-05
0.9375,0.6875,10.666666666666666,-3.4423514686207803e-06
0.9375,0.75,10.666666666666666,7.808642245418063e-08
0.9375,0.8125,10.666666666666666,3.214983128348827e-07
0.9375,0.875,10.666666666666666,8.251582031456135e-08
0.9375,0.9375,10.666666666666666,2.570743147926458e-09
0.9375,1.0,10.666666666666666,7.090630096486179e-22
1.0,-1.0,10.666666666666666,3.7978109527995595e-52
1.0,-0.9375,10.666666666666666,1.68566599155613e-48
1.0,-0.875,10.666666666666666,4.945680088072929e-46
1.0,-0.8125,10.666666666666666,1.6152070265048834e-43
1.0,-0.75,10.666666666666666,7.577101932922472e-41
1.0,-0.6875,10.666666666666666,4.4452114980474543e-38
1.0,-0.625,10.666666666666666,2.5887751630593316e-35
1.0,-0.5625,10.666666666666666,1.0421778153673096e-32
1.0,-0.5,10.666666666666666,3.6064466344657514e-32
1.0,-0.4375,10.666666666666666,1.408593101779239e-29
1.0,-0.375,10.666666666666666,2.566398996244128e-27
1.0,-0.3125,10.666666666666666,7.579132861549952e-27
1.0,-0.25,10.666666666666666,9.463931259108758e-25
1.0,-0.1875,10.666666666666666,3.3042133550414976e-23
1.0,-0.125,10.666666666666666,1.292689090634481e-22
1.0,-0.0625,10.666666666666666,2.9343515670225832e-21
1.0,0.0,10.666666666666666,7.058883911899215e-21
1.0,0.0625,10.666666666666666,8.01508126255032e-20
1.0,0.125,10.666666666666666,2.9598001125881514e-19
1.0,0.1875,10.666666666666666,8.048516025653972e-19
1.0,0.25,10.666666666666666,1.836822559916766e-18
1.0,0.3125,10.666666666666666,3.093243526210318e-18
1.0,0.375,10.666666666666666,3.85423049045525e-18
1.0,0.4375,10.666666666666666,3.781197188181554e-18
1.0,0.5,10.666666666666666,2.8477570199827675e-18
1.0,0.5625,10.666666666666666,1.5583166635210799e-18
1.0,0.625,10.666666666666666,6.696317094977604e-19
1.0,0.6875,10.666666666666666,1.85721186028342e-19
1.0,0.75,10.666666666666666,3.4825242541701245e-20
1.0,0.8125,10.666666666666666,4.9940978627101894e-21
1.0,0.875,10.666666666666666,6.024934704124937e-22
1.0,0.9375,10.666666666666666,5.464744342330915e-23
1.0,1.0,10.666666666666666,2.3679917471444798e-24
-1.0,-1.0,11.206666666666669,3.7978109527995595e-52
-1.0,-0.9375,11.206666666666669,1.68566599155613e-48
-1.0,-0.875,11.206666666666669,4.945680088072929e-46
-1.0,-0.8125,11.206666666666669,1.6152070265048834e-43
-1.0,-0.75,11.206666666666669,7.577101932922472e-41
-1.0,-0.6875,11.206666666666669,4.4452114980474543e-38
-1.0,-0.625,11.206666666666669,2.5887751630593316e-35
-1.0,-0.5625,11.206666666666669,1.0421778153673096e-32
-1.0,-0.5,11.206666666666669,3.6064466344657514e-32
-1.0,-0.4375,11.206666666666669,1.408593101779239e-29
-1.0,-0.375,11.206666666666669,2.566398996244128e-27
-1.0,-0.3125,11.206666666666669,7.579132861549952e-27
-1.0,-0.25,11.206666666666669,9.463931259108758e-25
-1.0,-0.1875,11.206666666666669,3.3042133550414976e-23
-1.0,-0.125,11.206666666666669,1.292689090634481e-22
-1.0,-0.0625,11.206666666666669,2.9343515670225832e-21
-1.0,0.0,11.206666666666669,7.058883911899215e-21
-1.0,0.0625,11.206666666666669,8.01508126255032e-20
-1.0,0.125,11.206666666666669,2.9598001125881514e-19
-1.0,0.1875,11.206666666666669,8.048516025653972e-19
-1.0,0.25,11.206666666666669,1.836822559916766e-18
-1.0,0.3125,11.206666666666669,3.093243526210318e-18
-1.0,0.375,11.206666666666669,3.85423049045525e-18
-1.0,0.4375,11.206666666666669,3.781197188181554e-18
-1.0,0.5,11.206666666666669,2.8477570199827675e-18
-1.0,0.5625,11.206666666666669,1.5583166635210799e-18
-1.0,0.625,11.206666666666669,6.696317094977604e-19
-1.0,0.6875,11.206666666666669,1.85721186028342e-19
-1.0,0.75,11.206666666666669,3.4825242541701245e-20
-1.0,0.8125,11.206666666666669,4.9940978627101894e-21
-1.0,0.875,11.206666666666669,6.024934704124937e-22
-1.0,0.9375,11.206666666666669,5.464744342330915e-23
-1.0,1.0,11.206666666666669,2.3679917471444798e-24
-0.9375,-1.0,11.206666666666669,1.1372029769596525e-49
-0.9375,-0.9375,11.206666666666669,-7.637440792284543e-11
-0.9375,-0.875,11.206666666666669,-1.3713680643071396e-10
-0.9375,-0.8125,11.206666666666669,4.246937616619623e-10
-0.9375,-0.75,11.206666666666669,-4.789818677032716e-10
-0.9375,-0.6875,11.206666666666669,3.2774368438596586e-10
-0.9375,-0.625,11.206666666666669,-8.003156588439737e-11
-0.9375,-0.5625,11.206666666666669,-2.60997980551782e-10
-0.9375,-0.5,11.206666666666669,7.721484708470957e-10
-0.9375,-0.4375,11.206666666666669,-3.812002782817887e-10
-0.9375,-0.375,11.206666666666669,-4.746260738592507e-10
-0.9375,-0.3125,11.206666666666669,4.5936580843099863e-10
-0.9375,-0.25,11.206666666666669,-4.36925202591701e-09
-0.9375,-0.1875,11.206666666666669,-6.142282673919295e-10
-0.9375,-0.125,11.206666666666669,2.154127283921148e-08
-0.9375,-0.0625,11.206666666666669,1.2036148317108425e-07
-0.9375,0.0,11.206666666666669,2.5652411073541577e-07
-0.9375,0.0625,11.206666666666669,-1.7705630082985007e-06
-0.9375,0.125,11.206666666666669,-6.751766078013541e-06
-0.9375,0.1875,11.206666666666669,-1.779782667869318e-05
-0.9375,0.25,11.206666666666669,-3.1993182437640404e-05
-0.9375,0.3125,11.206666666666669,-4.7176737135720265e-05
-0.9375,0.375,11.206666666666669,-5.3225228594799095e-05
-0.9375,0.4375,11.206666666666669,-5.255485947104537e-05
-0.9375,0.5,11.206666666666669,-4.495305953111561e-05
-0.9375,0.5625,11.206666666666669,-2.897453236369664e-05
-0.9375,0.625,11.206666666666669,-1.4976851666154643e-05
-0.9375,0.6875,11.206666666666669,-4.653480563001454e-06
-0.9375,0.75,11.206666666666669,-3.6914171223639636e-07
-0.9375,0.8125,11.206666666666669,2.542482716642346e-07
-0.9375,0.875,11.206666666666669,8.660069638211868e-08
-0.9375,0.9375,11.206666666666669,5.806243314993821e-09
-0.9375,1.0,11.206666666666669,7.090630096486151e-22
-0.875,-1.0,11.206666666666669,6.83903379590438e-48
-0.875,-0.9375,11.206666666666669,-4.20935746191975e-11
-0.875,-0.875,11.206666666666669,3.103465480557406e-10
-0.875,-0.8125,11.206666666666669,-7.216012824174525e-10
-0.875,-0.75,11.206666666666669,7.827485775103691e-10
-0.875,-0.6875,11.206666666666669,-5.444636226739997e-10
-0.875,-0.625,11.206666666666669,1.5595994754633465e-10
-0.875,-0.5625,11.206666666666669,4.2432029207885593e-10
-0.875,-0.5,11.206666666666669,-1.4116559949083305e-09
-0.875,-0.4375,11.206666666666669,7.535372441565172e-10
-0.875,-0.375,11.206666666666669,2.77419735129956e-10
-0.875,-0.3125,11.206666666666669,-2.7590059040662196e-09
-0.875,-0.25,11.206666666666669,-4.246602788550425e-09
-0.875,-0.1875,11.206666666666669,-2.7827917264299842e-08
-0.875,-0.125,11.206666666666669,-9.715430991860632e-08
-0.875,-0.0625,11.206666666666669,-2.831479709845629e-07
-0.875,0.0,11.206666666666669,-5.259687935753572e-07
-0.875,0.0625,11.206666666666669,1.4742559637307695e-06
-0.875,0.125,11.206666666666669,6.993236441604873e-06
-0.875,0.1875,11.206666666666669,1.973629088536071e-05
-0.875,0.25,11.206666666666669,3.7381028254069074e-05
-0.875,0.3125,11.206666666666669,5.675098988205085e-05
-0.875,0.375,11.206666666666669,6.507397596721833e-05
-0.875,0.4375,11.206666666666669,6.417702262075307e-05
-0.875,0.5,11.206666666666669,5.376843087789263e-05
-0.875,0.5625,11.206666666666669,3.345064018314376e-05
-0.875,0.625,11.206666666666669,1.643339725926346e-05
-0.875,0.6875,11.206666666666669,4.523383490800283e-06
-0.875,0.75,11.206666666666669,-1.182199535229785e-08
-0.875,0.8125,11.206666666666669,-5.011687395278266e-07
-0.875,0.875,11.206666666666669,-2.1269287564399362e-07
-0.875,0.9375,11.206666666666669,-5.944282558503041e-08
-0.875,1.0,11.206666666666669,4.264239528617278e-20
-0.8125,-1.0,11.206666666666669,3.585716560526507e-46
-0.8125,-0.9375,11.206666666666669,3.237651268211104e-10
-0.8125,-0.875,11.206666666666669,-1.0443181546291267e-09
-0.8125,-0.8125,11.206666666666669,1.5626676790953704e-09
-0.8125,-0.75,11.206666666666669,-1.5548663559791647e-09
-0.8125,-0.6875,11.206666666666669,1.1803262503404858e-09
-0.8125,-0.625,11.206666666666669,-5.05329004326952e-10
-0.8125,-0.5625,11.206666666666669,-8.724448552452791e-10
-0.8125,-0.5,11.206666666666669,3.8815093361151485e-09
-0.8125,-0.4375,11.206666666666669,-2.5425695889674874e-09
-0.8125,-0.375,11.206666666666669,-1.0825005368471017e-09
-0.8125,-0.3125,11.206666666666669,8.019928726043395e-09
-0.8125,-0.25,11.206666666666669,-1.0496614197413104e-08
-0.8125,-0.1875,11.206666666666669,-2.5905641642270576e-08
-0.8125,-0.125,11.206666666666669,-3.1546074045078565e-08
-0.8125,-0.0625,11.206666666666669,4.0882803183824413e-07
-0.8125,0.0,11.206666666666669,1.0664502189930137e-06
-0.8125,0.0625,11.206666666666669,3.7598600074134356e-06
-0.8125,0.125,11.206666666666669,3.202762599368635e-06
-0.8125,0.1875,11.206666666666669,-4.0276893347202356e-06
-0.8125,0.25,11.206666666666669,-2.540712938942232e-05
-0.8125,0.3125,11.206666666666669,-5.298015475757371e-05
-0.8125,0.375,11.206666666666669,-6.922947608863294e-05
-0.8125,0.4375,11.206666666666669,-6.764464410704586e-05
-0.8125,0.5,11.206666666666669,-4.766142473109342e-05
-0.8125,0.5625,11.206666666666669,-1.9220919113111004e-05
-0.8125,0.625,11.206666666666669,-1.6333874427518644e-06
-0.8125,0.6875,11.206666666666669,5.05838285112372e-06
-0.8125,0.75,11.206666666666669,3.2098134001557745e-06
-0.8125,0.8125,11.206666666666669,8.042933864095741e-07
-0.8125,0.875,11.206666666666669,1.98305801599703e-08
-0.8125,0.9375,11.206666666666669,-3.84814535361779e-08
-0.8125,1.0,11.206666666666669,2.2357477316417363e-18
-0.75,-1.0,11.206666666666669,2.0446510899972022e-44
-0.75,-0.9375,11.206666666666669,-4.465417164894399e-10
-0.75,-0.875,11.206666666666669,1.220383930615642e-09
-0.75,-0.8125,11.206666666666669,-1.528854691914003e-09
-0.75,-0.75,11.206666666666669,1.4367909045024653e-09
-0.75,-0.6875,11.206666666666669,-1.1496743021389918e-09
-0.75,-0.625,11.206666666666669,5.843156529979997e-10
-0.75,-0.5625,11.206666666666669,8.241560163447919e-10
-0.75,-0.5,11.206666666666669,-4.232385024096176e-09
-0.75,-0.4375,11.206666666666669,2.9625968760304246e-09
-0.75,-0.375,11.206666666666669,1.067659036769178e-09
-0.75,-0.3125,11.206666666666669,-9.638432669245856e-09
-0.75,-0.25,11.206666666666669,1.2925550618636692e-08
-0.75,-0.1875,11.206666666666669,4.552978992960737e-08
-0.75,-0.125,11.206666666666669,9.478806417237884e-08
-0.75,-0.0625,11.206666666666669,-2.243640720405323e-07
-0.75,0.0,11.206666666666669,-7.229642932855453e-07
-0.75,0.0625,11.206666666666669,-4.387299125666586e-06
-0.75,0.125,11.206666666666669,-4.943973463498047e-06
-0.75,0.1875,11.206666666666669,8.79439666024207e-07
-0.75,0.25,11.206666666666669,2.5902639158366682e-05
-0.75,0.3125,11.206666666666669,5.9540229704145844e-05
-0.75,0.375,11.206666666666669,8.13679053159937e-05
-0.75,0.4375,11.206666666666669,7.930078244736347e-05
-0.75,0.5,11.206666666666669,5.2582881296907636e-05
-0.75,0.5625,11.206666666666669,1.8129868520967956e-05
-0.75,0.625,11.206666666666669,-1.2922172128921907e-06
-0.75,0.6875,11.206666666666669,-6.742712184027093e-06
-0.75,0.75,11.206666666666669,-3.2390099334954518e-06
-0.75,0.8125,11.206666666666669,-4.7520791799359934e-07
-0.75,0.875,11.206666666666669,1.3659451196262564e-07
-0.75,0.9375,11.206666666666669,7.757982287696736e-08
-0.75,1.0,11.206666666666669,1.2748704364376165e-16
-0.6875,-1.0,11.206666666666669,1.1262650926342329e-42
-0.6875,-0.9375,11.206666666666669,4.177032345991854e-10
-0.6875,-0.875,11.206666666666669,-6.28437319556048e-10
-0.6875,-0.8125,11.206666666666669,3.639695104877846e-10
-0.6875,-0.75,11.206666666666669,-2.5107179950520134e-10
-0.6875,-0.6875,11.206666666666669,2.2281330232848757e-10
-0.6875,-0.625,11.206666666666669,-2.0129937115267288e-10
-0.6875,-0.5625,11.206666666666669,-1.294051702008059e-10
-0.6875,-0.5,11.206666666666669,1.3148961228848292e-09
-0.6875,-0.4375,11.206666666666669,-1.1204953148143047e-09
-0.6875,-0.375,11.206666666666669,1.584078969522479e-10
-0.6875,-0.3125,11.206666666666669,5.037697316871002e-09
-0.6875,-0.25,11.206666666666669,1.8331944475868374e-08
-0.6875,-0.1875,11.206666666666669,1.9333320162546616e-07
-0.6875,-0.125,11.206666666666669,7.00745554251509e-07
-0.6875,-0.0625,11.206666666666669,5.4999836242954575e-06
-0.6875,0.0,11.206666666666669,1.238971611150196e-05
-0.6875,0.0625,11.206666666666669,5.586042218984404e-05
-0.6875,0.125,11.206666666666669,0.00012510530870233613
-0.6875,0.1875,11.206666666666669,0.00024726508918656036
-0.6875,0.25,11.206666666666669,0.000393018528024431
-0.6875,0.3125,11.206666666666669,0.0005451124469513502
-0.6875,0.375,11.206666666666669,0.0006107599838584989
-0.6875,0.4375,11.206666666666669,0.0006037718586854636
-0.6875,0.5,11.206666666666669,0.0005218500360068782
-0.6875,0.5625,11.206666666666669,0.0003625813887652655
-0.6875,0.625,11.206666666666669,0.00021812919208960145
-0.6875,0.6875,11.206666666666669,0.00010228221494589472
-0.6875,0.75,11.206666666666669,3.5810760704793994e-05
-0.6875,0.8125,11.206666666666669,9.66742297464451e-06
-0.6875,0.875,11.206666666666669,2.141228042880436e-06
-0.6875,0.9375,11.206666666666669,3.6769587314740533e-07
-0.6875,1.0,11.206666666666669,7.022430757088547e-15
-0.625,-1.0,11.206666666666669,4.897863078809525e-41
-0.625,-0.9375,11.206666666666669,7.471469755761744e-10
-0.625,-0.875,11.206666666666669,-4.001219996413358e-10
-0.625,-0.8125,11.206666666666669,-1.1242653500652042e-10
-0.625,-0.75,11.206666666666669,-3.981471555181539e-10
-0.625,-0.6875,11.206666666666669,3.984250702709044e-10
-0.625,-0.625,11.206666666666669,-3.825140495307212e-10
-0.625,-0.5625,11.206666666666669,-2.2817900663840912e-10
-0.625,-0.5,11.206666666666669,2.3543944909893966e-09
-0.625,-0.4375,11.206666666666669,-1.886832922411065e-09
-0.625,-0.375,11.206666666666669,3.932459958240542e-09
-0.625,-0.3125,11.206666666666669,1.9503741286752893e-08
-0.625,-0.25,11.206666666666669,3.1105886533674085e-07
-0.625,-0.1875,11.206666666666669,2.6016330957400155e-06
-0.625,-0.125,11.206666666666669,8.980541391567506e-06
-0.625,-0.0625,11.206666666666669,5.401360143685034e-05
-0.625,0.0,11.206666666666669,0.000117874613443101
-0.625,0.0625,11.206666666666669,0.00044019094390483
-0.625,0.125,11.206666666666669,0.0009282188791757891
-0.625,0.1875,11.206666666666669,0.001756455963706363
-0.625,0.25,11.206666666666669,0.0027396686181841044
-0.625,0.3125,11.206666666666669,0.0037640782917609927
-0.625,0.375,11.206666666666669,0.004213027655745648
-0.625,0.4375,11.206666666666669,0.004165571067790674
-0.625,0.5,11.206666666666669,0.003606003316017358
-0.625,0.5625,11.206666666666669,0.0025340059874318635
-0.625,0.625,11.206666666666669,0.0015609953316350162
-0.625,0.6875,11.206666666666669,0.0007731499602872475
-0.625,0.75,11.206666666666669,0.00030047597432849064
-0.625,0.8125,11.206666666666669,9.44120813786472e-05
-0.625,0.875,11.206666666666669,2.4848140349094234e-05
-0.625,0.9375,11.206666666666669,5.024920743584567e-06
-0.625,1.0,11.206666666666669,3.0538906473779936e-13
-0.5625,-1.0,11.206666666666669,1.2323797963083097e-39
-0.5625,-0.9375,11.206666666666669,2.2077253100256994e-09
-0.5625,-0.875,11.206666666666669,-4.195191134893047e-09
-0.5625,-0.8125,11.206666666666669,6.873362067479625e-09
-0.5625,-0.75,11.206666666666669,-1.101138753727509e-08
-0.5625,-0.6875,11.206666666666669,9.550814771088762e-09
-0.5625,-0.625,11.206666666666669,-5.4133597222115075e-09
-0.5625,-0.5625,11.206666666666669,-6.79648601875026e-09
-0.5625,-0.5,11.206666666666669,3.662526609443911e-08
-0.5625,-0.4375,11.206666666666669,-2.4530255446264057e-08
-0.5625,-0.375,11.206666666666669,2.8355597934213443e-08
-0.5625,-0.3125,11.206666666666669,1.9178545284779447e-07
-0.5625,-0.25,11.206666666666669,2.344730459260882e-06
-0.5625,-0.1875,11.206666666666669,1.767158731381848e-05
-0.5625,-0.125,11.206666666666669,5.9920558190222385e-05
-0.5625,-0.0625,11.206666666666669,0.0003206352766735104
-0.5625,0.0,11.206666666666669,0.000687761917677315
-0.5625,0.0625,11.206666666666669,0.0022951461841378695
-0.5625,0.125,11.206666666666669,0.004557401729599144
-0.5625,0.1875,11.206666666666669,0.008164120754005504
-0.5625,0.25,11.206666666666669,0.012125063552457818
-0.5625,0.3125,11.206666666666669,0.01611952189153956
-0.5625,0.375,11.206666666666669,0.017771038099289597
-0.5625,0.4375,11.206666666666669,0.017593405898027433
-0.5625,0.5,11.206666666666669,0.015528754983803449
-0.5625,0.5625,11.206666666666669,0.011338074630563631
-0.5625,0.625,11.206666666666669,0.007333549950292975
-0.5625,0.6875,11.206666666666669,0.003892060952003268
-0.5625,0.75,11.206666666666669,0.0016390674288922604
-0.5625,0.8125,11.206666666666669,0.000558047397676451
-0.5625,0.875,11.206666666666669,0.0001581862728761055
-0.5625,0.9375,11.206666666666669,3.434895608086857e-05
-0.5625,1.0,11.206666666666669,7.684071754162456e-12
-0.5,-1.0,11.206666666666669,4.0585210212528735e-39
-0.5,-0.9375,11.206666666666669,5.789434882038639e-09
-0.5,-0.875,11.206666666666669,-1.55118185480842e-08
-0.5,-0.8125,11.206666666666669,2.6695976887205902e-08
-0.5,-0.75,11.206666666666669,-3.835234555232817e-08
-0.5,-0.6875,11.206666666666669,3.294791322385759e-08
-0.5,-0.625,11.206666666666669,-1.8102033564816968e-08
-0.5,-0.5625,11.206666666666669,-2.362518625407372e-08
-0.5,-0.5,11.206666666666669,1.23663353609072e-07
-0.5,-0.4375,11.206666666666669,-8.216974708144826e-08
-0.5,-0.375,11.206666666666669,8.0052826991801e-08
-0.5,-0.3125,11.206666666666669,5.990436976896204e-07
-0.5,-0.25,11.206666666666669,6.763197962204985e-06
-0.5,-0.1875,11.206666666666669,4.999751965524387e-05
-0.5,-0.125,11.206666666666669,0.00016898247448460962
-0.5,-0.0625,11.206666666666669,0.0008825397862478538
-0.5,0.0,11.206666666666669,0.00188570582739754
-0.5,0.0625,11.206666666666669,0.006121225280549865
-0.5,0.125,11.206666666666669,0.011944080659932868
-0.5,0.1875,11.206666666666669,0.02102576758387697
-0.5,0.25,11.206666666666669,0.030680585660219188
-0.5,0.3125,11.206666666666669,0.040274489018451036
-0.5,0.375,11.206666666666669,0.044126523977483935
-0.5,0.4375,11.206666666666669,0.04370839634899124
-0.5,0.5,11.206666666666669,0.038885007414007966
-0.5,0.5625,11.206666666666669,0.02880749480698756
-0.5,0.625,11.206666666666669,0.018953868623973427
-0.5,0.6875,11.206666666666669,0.010278958078544747
-0.5,0.75,11.206666666666669,0.0044235186754787905
-0.5,0.8125,11.206666666666669,0.0015345036692797388
-0.5,0.875,11.206666666666669,0.0004418113663526682
-0.5,0.9375,11.206666666666669,9.731481243788019e-05
-0.5,1.0,11.206666666666669,2.530548361511912e-11
-0.4375,-1.0,11.206666666666669,8.143024575706403e-38
-0.4375,-0.9375,11.206666666666669,-3.41949762890486e-08
-0.4375,-0.875,11.206666666666669,-3.176705218750398e-08
-0.4375,-0.8125,11.206666666666669,1.3129792967341583e-07
-0.4375,-0.75,11.206666666666669,-1.858043487350473e-07
-0.4375,-0.6875,11.206666666666669,1.4944395814111395e-07
-0.4375,-0.625,11.206666666666669,-6.79929415666497e-08
-0.4375,-0.5625,11.206666666666669,-1.1283180436937102e-07
-0.4375,-0.5,11.206666666666669,4.865710889169917e-07
-0.4375,-0.4375,11.206666666666669,-2.7529221568118724e-07
-0.4375,-0.375,11.206666666666669,6.285728268981462e-07
-0.4375,-0.3125,11.206666666666669,3.1470823534762923e-06
-0.4375,-0.25,11.206666666666669,4.1300328203678123e-05
-0.4375,-0.1875,11.206666666666669,0.00026836791083292925
-0.4375,-0.125,11.206666666666669,0.0008806348899771716
-0.4375,-0.0625,11.206666666666669,0.00396589376306064
-0.4375,0.0,11.206666666666669,0.008255715935857616
-0.4375,0.0625,11.206666666666669,0.02271260835408273
-0.4375,0.125,11.206666666666669,0.04029502749544808
-0.4375,0.1875,11.206666666666669,0.06429421381912298
-0.4375,0.25,11.206666666666669,0.08585442956641189
-0.4375,0.3125,11.206666666666669,0.10546938053475528
-0.4375,0.375,11.206666666666669,0.11216550923652269
-0.4375,0.4375,11.206666666666669,0.11140211161254995
-0.4375,0.5,11.206666666666669,0.10294318436553007
-0.4375,0.5625,11.206666666666669,0.08221561155158566
-0.4375,0.625,11.206666666666669,0.05912549614543723
-0.4375,0.6875,11.206666666666669,0.035999535177662814
-0.4375,0.75,11.206666666666669,0.017555059233007025
-0.4375,0.8125,11.206666666666669,0.00683929512377107
-0.4375,0.875,11.206666666666669,0.002175243538058568
-0.4375,0.9375,11.206666666666669,0.0005228748863343523
-0.4375,1.0,11.206666666666669,5.077297219824111e-10
-0.375,-1.0,11.206666666666669,7.175448928244062e-37
-0.375,-0.9375,11.206666666666669,-2.333352404497114e-07
-0.375,-0.875,11.206666666666669,1.3914577987547521e-07
-0.375,-0.8125,11.206666666666669,5.252572985733471e-08
-0.375,-0.75,11.206666666666669,-1.4240432791700423e-07
-0.375,-0.6875,11.206666666666669,8.926222287830595e-08
-0.375,-0.625,11.206666666666669,-1.5209104219557988e-08
-0.375,-0.5625,11.206666666666669,-8.391930073305887e-08
-0.375,-0.5,11.206666666666669,1.3828976091228432e-07
-0.375,-0.4375,11.206666666666669,1.3015731372333997e-07
-0.375,-0.375,11.206666666666669,2.861069319716134e-06
-0.375,-0.3125,11.206666666666669,8.247025904407043e-06
-0.375,-0.25,11.206666666666669,0.00014384042035680254
-0.375,-0.1875,11.206666666666669,0.0008359902113883049
-0.375,-0.125,11.206666666666669,0.0026598978918961477
-0.375,-0.0625,11.206666666666669,0.010521121459789225
-0.375,0.0,11.206666666666669,0.02132304578959926
-0.375,0.0625,11.206666666666669,0.05027328548188363
-0.375,0.125,11.206666666666669,0.08131046569796027
-0.375,0.1875,11.206666666666669,0.11663217541921017
-0.375,0.25,11.206666666666669,0.1415296192103353
-0.375,0.3125,11.206666666666669,0.1605091301886746
-0.375,0.375,11.206666666666669,0.1648751220880493
-0.375,0.4375,11.206666666666669,0.1643082290748654
-0.375,0.5,11.206666666666669,0.15865238532754622
-0.375,0.5625,11.206666666666669,0.1383774999864925
